reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
21096f68-7857-42f4-be9a-a41aee25d480,Ivan Tovar,https://play-lh.googleusercontent.com/a-/AD5-WClrYYaB1_2lAkJLJSOTda08cTyvLMGizgXb7kMjXQ,"Now one star. I had to restart everything, and now it just won't work. Waste of money honestly. You should get V2.",1,30,1.0.2,2021-06-24 01:46:30,,,newest,jp.co.spike_chunsoft.DR1
cb4d13bb-697a-4cff-8d32-ef587f63a65f,hazel_ gammer,https://play-lh.googleusercontent.com/a-/AD5-WClhkL9GgbEWCZOgLvQCl3gaWi6RQNtrivSgYSZOqQ,Rubbish app a complete waste of money,1,1,1.0.2,2021-06-13 20:21:16,,,newest,jp.co.spike_chunsoft.DR1
fc8dbd29-5201-4565-89f6-fa108bcfcfa9,TheGaming TRex,https://play-lh.googleusercontent.com/a-/AD5-WCmbjchm5GwT9bPfH4jwyry4i8OuTHrbf85B1BLNKg,Everytime i open the app it fades to black and then either closes out of the game or freezes please fix,1,2,,2021-05-07 19:08:21,,,newest,jp.co.spike_chunsoft.DR1
af75fca2-e131-4ef2-9f1c-2f46847db223,Bradley Daigle,https://play-lh.googleusercontent.com/a/AEdFTp6GSufTfEM4gnHLZXpnMBIm-1a3eydemoPpSasp=mo,As soon as i open the app on my LG Stylo 6 it goes to the first loading screen and then immediately cuts to blqck and then completly closes the app,1,7,1.0.2,2021-04-15 19:06:19,,,newest,jp.co.spike_chunsoft.DR1
26c8ea64-62e3-447b-ae2e-b1ae3191812e,Strife,https://play-lh.googleusercontent.com/a-/AD5-WCkDB5Dub1A8pvGaaJYInnU32p45KTkgiIWTUYEUfQ,"Can't even get past the Spike Chunsoft screen before crashing, I'm on my third reinstall and still nothing. I'm guessing it's a problem for my phone which is the LG Stylo 6",1,13,,2021-01-12 04:37:06,,,newest,jp.co.spike_chunsoft.DR1
3de0e80b-6c54-4296-8758-5cab9bf695f7,IncoherentQueer,https://play-lh.googleusercontent.com/a-/AD5-WCkQZqcj4PrC7ES2SBslyQhxwLO3hii21fAvo47-1w,The game worked fine but now all the text is in a different language and it's deleted my progress. Please fix,1,78,1.0.2,2020-12-20 10:36:38,,,newest,jp.co.spike_chunsoft.DR1
073f8af6-1c21-4a7c-acdd-01cf6abb2ff2,mslmob12,https://play-lh.googleusercontent.com/a/AEdFTp7iXJkDkH5gK6q3nAN-k8dxQdANYiOAS_48BrLp=mo,Needs to seriously update this game so I can actually get past the first loading screen with Monokuma waving at the girl before I even have a chance to play the game on my LG Stylo 6!,1,4,1.0.2,2020-12-16 02:42:55,,,newest,jp.co.spike_chunsoft.DR1
c0d6e4fb-0af3-4998-8650-c6fe7ecd7fd6,Naea,https://play-lh.googleusercontent.com/a-/AD5-WCnUCeZSt2QY8T6hEqDn6V7gDU6sPVrcWUVo6xCKOw,"Continuous crashes after the initial startup screen. Mind you, the game worked for a few hours before this happened. I have higher end games running just fine on my LG Stylo 5+ so why cant this?",1,4,,2020-12-16 02:24:38,,,newest,jp.co.spike_chunsoft.DR1
58e22c61-cb66-4273-9402-903b43c1bf03,Duplighost Nero,https://play-lh.googleusercontent.com/a-/AD5-WCnW3l3A3739rp8dkPGqGLLv2N6v-xeR1TObYE7vn4o,"Bought the game. Had to refund. I have a LG Stylo 6. I tried everything to make the game work. It didn't worked. I opened the app. The Spike Chunsoft image appeared. And immediately, the image went black and closed the app. It crashed down and it gets stuck like that. I have no idea why it does that.",1,35,,2020-12-08 08:49:20,,,newest,jp.co.spike_chunsoft.DR1
e99e98b4-1cbb-46eb-8951-5806ab7c2242,The Jedi,https://play-lh.googleusercontent.com/a/AEdFTp68toYOfU-7zd9F2kwgSA89ubjzg2jqN-_jPkxz=mo,I payed 5 bucks and after a week still wont load so... Cool game. I also bought the other one but havent even tried it yet,1,1,1.0.2,2020-12-02 09:57:21,,,newest,jp.co.spike_chunsoft.DR1
0b21fa59-b96e-43c3-80be-2c16de46f6f0,Angel._. Joonie,https://play-lh.googleusercontent.com/a-/AD5-WCl5X0OO1xz6iXoxHWjeYc8cINWh7MXTLaTqFCWUjg,"I tried changing the language, then app stops functioning. After uninstalling it and rebooting it, would never open up. Instead it automatically closes the whole app during the loading screen.",1,2,,2020-11-04 09:35:39,,,newest,jp.co.spike_chunsoft.DR1
a4eaf8b7-71e2-48f1-9592-4fe0f0f606e1,Javier Cruz,https://play-lh.googleusercontent.com/a/AEdFTp55p55o4FMGXepZGBCcCw02gYHlLzskaQ1gCkJb=mo,The game just doesnt load no matter how many times I try.,1,2,1.0.2,2020-09-22 01:24:41,,,newest,jp.co.spike_chunsoft.DR1
84dc30b9-7744-4c0c-afc7-04547d7b1afc,Gianna Wise,https://play-lh.googleusercontent.com/a-/AD5-WCl_3AfOkh2rrR6JwIP4K0esP24PJCrF6pDupwgtCQ8,I jave to pay to download onto the same device. I had to factory reset my phone and now i cant play.,1,2,1.0.2,2020-09-21 03:02:16,,,newest,jp.co.spike_chunsoft.DR1
57898532-e17c-40e1-9207-7d240ef99a6b,the chaotic cosplayer,https://play-lh.googleusercontent.com/a-/AD5-WCkNaBpJQxXNqscxV9dAtSjREyu3sl7rhblvhk4Nvw,I want a refund the game kept crashing and didnt work. I love danganropa and i was excited but it didnt work,1,5,1.0.2,2020-08-23 03:06:57,,,newest,jp.co.spike_chunsoft.DR1
b4a82dcd-70e3-4e21-ac05-23f51b029a86,Kikikinani,https://play-lh.googleusercontent.com/a-/AD5-WClaLywxc9uFSZUgvGXcgL9wDQ4ug0njteID1QG6Mg,"I adore danganronpa and was very exited to have this but it would not start. It doesn't go past the starting screen. It took a rather long time and I'm really disappointed with the outcome. It took 1 hour + to download and it's not even working, I hope you guys will be able to fix this problem.",1,23,1.0.2,2020-08-21 10:29:15,,,newest,jp.co.spike_chunsoft.DR1
14517d19-24c7-4731-9c9d-a0c67aaa2d42,cathie marshall,https://play-lh.googleusercontent.com/a/AEdFTp75HSm5dFyvHkkGYRt9PCrP4sym_CYZafrN7sC8=mo,I keep trying to open it but it keeps saying dr1 keeps closing before the game even starts please fix this I spent a lot of money,1,7,1.0.2,2020-08-06 04:44:43,,,newest,jp.co.spike_chunsoft.DR1
c4df5dda-bd57-4155-9ac9-63b7b003d249,GamingSpectrum,https://play-lh.googleusercontent.com/a-/AD5-WCmhyK-zB7T5XsJ1WGZ3785olkuNZzOuJcGFkCAMBA,17ポンドのお金の無駄。毎回シャットダウンするだけです。これを修正しない場合、払い戻しを受けます。,1,3,1.0.2,2020-08-04 11:10:33,,,newest,jp.co.spike_chunsoft.DR1
e559e403-c805-4218-9dcb-1324f7a8b11b,asundf,https://play-lh.googleusercontent.com/a-/AD5-WClWWyOi07IPHRUvRB5Cvz2J1e8MdylUdVOpnQZe0A,Monokumaロード画面の後にゲームが機能しません。黒くなり、ホーム画面に戻ります。直せますか？私は本当にこのゲームをプレイしたいです,1,6,1.0.2,2020-08-01 20:04:20,,,newest,jp.co.spike_chunsoft.DR1
c60f98a8-a1ed-4a56-900e-07d950097044,DuranFanVR,https://play-lh.googleusercontent.com/a-/AD5-WClCNMaRcpl6eMmaa4FtSI96daoFDRrZq2HAl7OQ,I can't f--king install it. Please fix issue.,1,3,,2020-07-30 21:46:57,,,newest,jp.co.spike_chunsoft.DR1
16be5c70-c1d9-4f8f-8648-3d640566403f,William Wood,https://play-lh.googleusercontent.com/a/AEdFTp7jJZrs_pwoKOTqRYkRqoZlrFN692RqVqD9IcDP=mo,Won't open,1,4,1.0.2,2020-07-20 09:02:40,,,newest,jp.co.spike_chunsoft.DR1
7f6116a5-48d2-431e-a11c-a34afc183f41,Death DKat,https://play-lh.googleusercontent.com/a-/AD5-WClK0DitK8rCbImhIxjneQPebztwdF4fYj4KjNkO,No English dub....,1,4,,2020-07-09 23:29:02,,,newest,jp.co.spike_chunsoft.DR1
b29444a2-7e0b-44b2-8bc4-8659a3d4af20,Annie,https://play-lh.googleusercontent.com/a-/AD5-WClsNgQb7DUFE1IJPZYovPSASmTurzodlvIahLRxiw,It was constantly lagging. I couldn't finish the temp part because of the lag. I enjoyed the concept but its buggy and laggy for me to do things properly.,1,4,,2020-06-25 11:08:08,,,newest,jp.co.spike_chunsoft.DR1
9e00c3ff-55fa-4de5-bdb5-02ba12794005,Ray,https://play-lh.googleusercontent.com/a-/AD5-WCkajVjSxjtfi9yZ0Y23PI4ImUAwbT1yJyH7c7ZSoA,"J deleted all of my apps to get the storage for this game, paid 17 dollars for it and after the 10th time of installing it to try to get it to work the refund button wouldnt show up please fix this",1,4,,2020-06-24 02:21:42,,,newest,jp.co.spike_chunsoft.DR1
10b1db25-3677-4fc4-abcb-e2ae6d1f212c,Thxnder Velvet,https://play-lh.googleusercontent.com/a-/AD5-WCkHDaMPs70G_yfHBX63Vh-yJWPFcA-lkNkcChPY2A,went into the game only to be thrown out of it the second it showed the spike logo,1,4,1.0.2,2020-06-20 02:52:03,,,newest,jp.co.spike_chunsoft.DR1
e5fbcc44-185d-43ff-92a6-cdd8745415d9,Abbey Perry,https://play-lh.googleusercontent.com/a-/AD5-WCmxX7qmBsoPW3oL57PU1pytrHrmnN3BclFyq-bJiQ,"I'm very disappointed. When I downloaded it I was so excited, but once I downloaded it and started it up all I got was a black screen. I restarted my phone and relaunched the game but it still doesn't work. Please fix this!",1,34,1.0.1,2020-06-08 19:30:19,,,newest,jp.co.spike_chunsoft.DR1
e11cd2c3-5be7-48a8-bcec-9594a2c85a7a,Lv.99 Mastermind,https://play-lh.googleusercontent.com/a-/AD5-WCl_EAo_BCAWn1FomAmHCanfBpJaYteIZBpj-Z2PbQ,"Do not buy it. In the off chance that the game simply won't work like with many others, the Support team only speaks Japanese, and google translate does not work well.",1,11,1.0.0,2020-06-06 12:01:25,,,newest,jp.co.spike_chunsoft.DR1
76ad99da-eef4-41c5-bf79-71fbd9fdb277,Amelia Messinger,https://play-lh.googleusercontent.com/a-/AD5-WCn_jx2OsTrJraavY5_02g-W6PnBh7qEgsNh92a6K_0,It wont go past the spike chunsoft intro,1,7,1.0.0,2020-06-04 17:35:41,,,newest,jp.co.spike_chunsoft.DR1
951ac9b6-397e-48ac-bf24-a2ac598cc2dd,milo,https://play-lh.googleusercontent.com/a-/AD5-WCn6vTACZjbC7CIC0tSHdVmEka0tUA40KSIR5APc1w,"As with many people, it wont load after the SPIKE CHUNSOFT logo screen plays. Just a black screen. I think this is a problem with Samsung users, as most of the people with this problem I've seen has a Samsung Galaxy s7 (as what I have) Please fix this, as I was very excited to play the game.",1,52,1.0.0,2020-05-30 19:50:52,,,newest,jp.co.spike_chunsoft.DR1
7f6ec05b-6fea-46e4-b1c3-d10be14e4fe4,You just Got trolled,https://play-lh.googleusercontent.com/a/AEdFTp7mKtq5rQimkE9AHucJ7uxMoRNXdtGXH3kIXp55=mo,"Hi I would love this game but it won't load. After the introduction with monokuma and I think mahiru, it just stayed on a black screen. Maybe you could get back to me about it? My device is a Samsung Tab A. Please get back to me as I would play this game every day. Thank you.",1,11,1.0.0,2020-05-28 15:53:12,,,newest,jp.co.spike_chunsoft.DR1
78562496-57c2-4169-9b05-180dc056097a,Jess,https://play-lh.googleusercontent.com/a-/AD5-WClJq_WZgiDFsnDYeD6eE4ti1RP5slyugL33n5keHg,Like others here stuck on a black screen. Emailed the company about the issue and getting a refund and will update when they reply.,1,16,1.0.0,2020-05-27 07:32:56,,,newest,jp.co.spike_chunsoft.DR1
08990423-460a-4031-b755-bc8297440cd3,Dominic Pellerito,https://play-lh.googleusercontent.com/a-/AD5-WCmxOIV6CuoXWX7ShUWH4q5xuedM6KwccA0MBqUfVQ,Im also only getting a black screen after the loading screen,1,9,1.0.0,2020-05-26 16:18:16,,,newest,jp.co.spike_chunsoft.DR1
8fe8d64f-e543-4cb3-83dd-ed13abfa8147,Richard Welch,https://play-lh.googleusercontent.com/a-/AD5-WClEWVR953vPWndMHP0CoqW0fkBO9AHqUurXnTU3Pg,Game doesn't load past the Spike Chunsoft logo on my Tab S3,1,11,1.0.0,2020-05-25 08:06:43,,,newest,jp.co.spike_chunsoft.DR1
df3d3c49-ca45-4d18-8b36-5c4d35071df7,shawn murphy,https://play-lh.googleusercontent.com/a-/AD5-WClylnmi9cvRH9fz19-DR4ic6wZ6akucpaz32vE0Pyk,Runs on my galaxy so but won't go past the splash screen on my daughters galaxy s7. I bought it for her. To many people saying this is an issue. I have tried everything suggested in the comments so far and nothing gets this game to even get to the menu. If there isn't an update to fix this soon I will be complaining until I get a refund,1,30,1.0.0,2020-05-23 17:29:35,,,newest,jp.co.spike_chunsoft.DR1
3c5def3c-9c28-424e-94fd-d8e0ddf0c2f9,Pocket Juju,https://play-lh.googleusercontent.com/a-/AD5-WCnFERSIMoE4c3yIs5A52d_CXruN1H4S8pzxtQuPQA,Won't load past initial logo for me,1,12,1.0.0,2020-05-23 07:56:30,,,newest,jp.co.spike_chunsoft.DR1
d788d28c-17d9-4943-b986-80e024663741,Rachel Wilkes,https://play-lh.googleusercontent.com/a-/AD5-WCmH4vsFiN7F98R2oa-p783wls0jrH4eEF4CeH4MPw,Hangs on black screen after title screen. Fix and update please or refund.,1,16,1.0.0,2020-05-22 19:44:32,,,newest,jp.co.spike_chunsoft.DR1
132ca1de-a80b-4d92-aedf-3231391a1690,Jared Kinsel,https://play-lh.googleusercontent.com/a-/AD5-WCn5yz5EOeymQi0qi-fRmDyfzXyS-Ij6NaQ_dWa1CQ,The app kept crashing to black screen after the spike chunsoft logo played. I have a Pixel 2xl,1,10,,2020-05-22 18:20:17,,,newest,jp.co.spike_chunsoft.DR1
93a43e43-8c7a-4d08-a6bd-ffe52e02567c,tracer,https://play-lh.googleusercontent.com/a-/AD5-WCl9UYBG1EOj60wG01siie8suzy4zIFtEPkOaS0U7A,ive bought the app and downloaded it multiple times but it never seems to work and i have to keep re downloading? Does anyone know what's up?,1,11,,2020-05-22 17:38:05,,,newest,jp.co.spike_chunsoft.DR1
43c59c7e-a7c9-402f-b8ac-0049ae495dd1,cody fox,https://play-lh.googleusercontent.com/a-/AD5-WCm0u7aDWantYIOW2Oj5AeEpfcq1rvpluFuhw54,Only a black screen after it boots up split screen isnt helping,1,14,1.0.0,2020-05-22 12:49:38,,,newest,jp.co.spike_chunsoft.DR1
7531ddce-1f8a-497d-8440-eb4d506a0902,Average Comment enjoyer,https://play-lh.googleusercontent.com/a-/AD5-WCkgHJVrjU1u_zLX88kbjKX_PoEIGEpOpcltzCa7eA,Just a black screen..,1,16,1.0.0,2020-05-22 00:38:01,,,newest,jp.co.spike_chunsoft.DR1
53db3834-530a-4b4f-b7fe-821811318aa0,Nebby Chan (btpw),https://play-lh.googleusercontent.com/a-/AD5-WCkLejanP24TvCXeNVeQQO2tsh4fDErhp-TELOHBAQ,its just a black screen?,1,27,1.0.0,2020-05-21 19:47:17,,,newest,jp.co.spike_chunsoft.DR1
e0da3c1f-d476-4fa3-8ce2-7a1d241cbeaa,Marlee Harrison,https://play-lh.googleusercontent.com/a-/AD5-WCmUF2NNPYQ02R-1xoxi7Ha_5doPojbrMoabflUy,"Great game but when I went to press English for the voices it told me to reinstall the app and there was no way out of it so unfortunately I lost all of my progress. Don't get me wrong, I love the game, it just has some important things I think it needs to work out.",2,0,,2022-08-06 04:36:03,,,newest,jp.co.spike_chunsoft.DR1
7d938d26-c9e8-462c-be3f-6a655f1291d8,Havelock Vetinari,https://play-lh.googleusercontent.com/a-/AD5-WCl7uIPKWs90u-TArayOav8l4kpgKqQh9L6bE5H0,"So first of all, danganronpa is a great game. That said, I highly advise against getting this app. It keeps crashing on me and making me lose hour(s) of progress. I love danganronpa, but get it on the computer or watch the amine. It's a fun game, but very poorly ported to mobile.",2,60,1.0.2,2021-08-25 01:28:08,,,newest,jp.co.spike_chunsoft.DR1
357303a3-e7b1-4f6c-9d89-a5042ba2336f,Chris Landress,https://play-lh.googleusercontent.com/a/AEdFTp7ztV25xxssZKNpEeD6st24fTVVpg8JSeB3upOS=mo,It won't even let me play it just loads the shuts down,2,1,1.0.2,2021-04-03 03:52:07,,,newest,jp.co.spike_chunsoft.DR1
3d51c0c3-4e59-4382-844a-e1dab4b7570c,Tate :D,https://play-lh.googleusercontent.com/a-/AD5-WCmO84IgVPje0KeMpGrXOuEG_OXW8KzrAm7lgDDr-Q,I gave 2 stars because I love danganronpa but the game doesn't work sadly :/,2,1,,2020-08-24 16:58:11,,,newest,jp.co.spike_chunsoft.DR1
06a0dab9-5f17-4168-a307-99d7a06985aa,PeachesPies,https://play-lh.googleusercontent.com/a-/AD5-WCkAwnhd8xURr_kKFrK09dJ1XG1BbyYcJrxhuKt00w,"I love Danganronpa very much and I so glad you guys made this but .. when I got on the app, it's keep saying ""the Game have stopped working"" but sometimes it doesn't work. Hopefully you guys can this problem so everyone can enjoy this game. There may be people who have the same problem like I do. I want to enjoy the game without this problem in the way. But still i enjoy this game :) basically it crash",2,272,1.0.2,2020-08-14 19:50:34,,,newest,jp.co.spike_chunsoft.DR1
3c23644e-6ab6-46b4-b331-3e7e7966b135,Micro Maphia,https://play-lh.googleusercontent.com/a-/AD5-WCk3IfTek1hdIaZEIAz_qbv4WQs-3dx-pXI_k_YjzA,"I've already played this game on Vita, but this is a weird port, at least on my Samsung Galaxy A50. The game outside of dialogue runs fine, but loves to chug when a text bubble appears... kinda bad for a visual novel. Hopefully this'll get fixed with a patch, or the problem will go away.",2,11,1.0.2,2020-08-10 23:34:24,,,newest,jp.co.spike_chunsoft.DR1
ff873313-7674-4d73-b600-5501cb872e12,Adrian Rulez,https://play-lh.googleusercontent.com/a-/AD5-WCms4wZrzwme4N6vbFVAueByh4K4sDHwi9DRKq3ISA,"Every time I tried to open IT, it froze on the Initial loading screen with Monokuma waving the fan. Tried uninstalling it and reinstalling IT, but it didn't change. Don't know if it's just my phone or What, but it's very frustrating.",2,13,1.0.2,2020-07-28 13:52:37,,,newest,jp.co.spike_chunsoft.DR1
8beb5780-4261-4a42-8ea8-f1621da64db7,Shiro,https://play-lh.googleusercontent.com/a-/AD5-WCnwu8pwxSez6I3CNwOTIcwFu_R1AfgGZnlEgtmWrQ,"The game won't start, I open it, it go's onto the loading screen and then the game closes, there is a few times it would start, but now it won't start at all, I thought you fixed this! Apparently not.",2,6,,2020-06-12 23:37:51,,,newest,jp.co.spike_chunsoft.DR1
b00694a9-f60e-46d1-a040-1da8738eac71,lavender chan,https://play-lh.googleusercontent.com/a-/AD5-WCmQhZT3tSSoYkjz_OJNlvOqo7QUx29sNXwdWMzfiw,Can u pls fix the blackscreen thing?? Cuz i want to play this already but the blackscreen isnt helping,2,7,1.0.0,2020-05-27 09:01:22,,,newest,jp.co.spike_chunsoft.DR1
b30b406f-8129-49f9-aac5-2027310ec4c9,Jasmine H,https://play-lh.googleusercontent.com/a/AEdFTp6Dv1RZSA2zcqTDRCcguckSKkTKa_kxrJHVk9l_=mo,"I've thoroughly enjoyed this game so far! I have 1 issue, I'm currently on chapter 3.I'm on the part where there are 4 at breakfast, and I have to investigate the 1st floor. This is where my issue begins, I looked in 2 or 3 rooms and tried to enter the gym, it said to keep investigating and I did,this point I've checked every room and done every ""observing"" thing and I still can't leave! I've looked at tutorials and I'm still lost! Aoi is supposed to scream after a couple rooms, and nothing...",3,7,1.0.3,2022-07-26 06:56:09,,,newest,jp.co.spike_chunsoft.DR1
f41c9ea5-0ccc-4b48-af6d-6391a5135201,Febriyanto Pratama,https://play-lh.googleusercontent.com/a-/AD5-WCmr_XKLeDPRZ4l8NGvio0NA6P68OpK3d_r1sbYPag,"Please can you add cloud save features in this game, i recently bought a new phone, and after i installed this game again, i lost all my progress in this game, and must play this game again right from the beginning, i think it would be nice if i can playing this game again right from where i left off at my old phone.",3,0,1.0.2,2022-07-08 07:27:09,,,newest,jp.co.spike_chunsoft.DR1
40e72e41-2859-44c2-a843-4f7700fb87df,Wilfredo Bracero,https://play-lh.googleusercontent.com/a-/AD5-WCkb1bC6A78TRu5_OSrmZyWtglmB03Qh8U_sbis3,Why is there no cloud save??? Moving my phone or playing on my tablet makes impossible to continue playing. Please add Cloud Saving.,3,0,1.0.2,2022-05-01 04:14:56,,,newest,jp.co.spike_chunsoft.DR1
5e55dfaa-1eb6-4c7c-baea-5e407778a524,Kaia maybe,https://play-lh.googleusercontent.com/a-/AD5-WClZuHYTBCOFDHMTtkOsUdq5Zl5ULwpSyGeU2FRl5Q,I only played this game for taka. There wasn't much of him so 3 stars.,3,0,1.0.2,2022-04-28 09:11:45,,,newest,jp.co.spike_chunsoft.DR1
c4273a26-1e37-4bcb-9a55-0efc889ee423,Sunny Muddhar,https://play-lh.googleusercontent.com/a-/AD5-WCkZ7YbjXBNjIdL-xkyMtxEZQBWGYORqw5kuVHu8dg,Good but slowed down my phone,3,0,1.0.2,2022-04-03 19:23:42,,,newest,jp.co.spike_chunsoft.DR1
ca76fb60-35ce-47e3-bde7-fa0e0881dc34,Void Seer,https://play-lh.googleusercontent.com/a-/AD5-WCmcLvEr_2NcihO_31FJLx1akVGMdSeL7Y_CEZOfuA,"There is a glitch that happened during the chapter 1 investigation, in Kyoko's last conversation with you in Makoto's room, it was interrupted by a phone notification and it caused my phone to restart itself, my phone is an Android model, but does this happen to anyone else?",3,11,1.0.2,2022-02-11 03:58:11,,,newest,jp.co.spike_chunsoft.DR1
5fcc9e15-5470-42b6-a553-7a85e253a9be,Bruh Moment,https://play-lh.googleusercontent.com/a-/AD5-WCmRytdMV9bYTZklj61eJYcax-_lB7ithnS96evR,"Now while I may like Danganronpa and it's story, I don't really like using this app. It glitches during the first trial and makes me do them all over again, especially in the closing argument where it glitched 2 times in a row. Just so you know, this isn't a mobile game, this game is ported from PSP and other consoles, which is why it glitches out a lot. I uninstalled this app and am waiting for my refund. So now I am waiting for Danganronpa to come out on switch",3,48,,2021-10-30 22:21:41,,,newest,jp.co.spike_chunsoft.DR1
539f1b34-5007-4c79-b9a1-2c3142038d58,Kim Council,https://play-lh.googleusercontent.com/a-/AD5-WCk6T32tdeC6IgRi_TwQpOQ4kQVCpXlzm7hxOSgCu6Y,"I love the graphics, executions,and not much lag. But I cant change the bIood color. If you figure it out,let me know. Im on mobile,also WHEN WE GONNA GET V3???!!!??? PLEASE I WILL SHIP KOKIRUMA IF WE MOBILE PLAYERS DONT GET V3!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",3,10,1.0.2,2021-07-25 13:18:48,,,newest,jp.co.spike_chunsoft.DR1
53f2cccb-11c5-4020-8b6e-de1510f5f197,Cydni Estes,https://play-lh.googleusercontent.com/a-/AD5-WCnE9QApKylZ5jTy7Rn6WVaEtkWSLiu4a6cFDD5j_g,. .,3,0,1.0.2,2021-07-18 22:42:11,,,newest,jp.co.spike_chunsoft.DR1
de9ae5d2-5849-4949-9036-7512c466d1ef,Tj Souza,https://play-lh.googleusercontent.com/a/AEdFTp5lMcTXFFBIeiYKjjWeakXzKs4wzYueJMvrDwPI=mo,I love this game but it keeps frezzing and then it just logged off please fix this i love this game,3,0,,2021-06-23 01:04:25,,,newest,jp.co.spike_chunsoft.DR1
